ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|6139ca6c69c39b5fe6754886352952b0|2024-01-14|02:13:05|1705216385|grocery_net|96.11|0|Emmerich-Luettgen|32.570316|-115.460808
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|43c99e477e7a10fe6c6330ff4b15be86|2024-01-20|08:29:39|1705757379|grocery_pos|73.55|0|Auer-Mosciski|32.937428|-114.447061
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|05119f511a4dc23a2e36ab7fcda75250|2024-02-24|08:57:12|1708783032|misc_pos|65.10|0|Torp-Lemke|32.561843|-113.856959
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|7306c619170e8f7bf5f308841e750003|2024-01-16|11:43:33|1705423413|grocery_net|80.91|0|Bahringer-Larson|32.367617|-114.411933
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|3baaad45644739f24195215867ced632|2024-02-13|05:54:00|1707821640|misc_net|44.81|0|Kerluke, Considine and Macejkovic|32.325458|-114.476134
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|9d292eed5ac34759c9bec43c420cba08|2024-01-26|10:16:25|1706282185|grocery_pos|46.70|0|Schamberger-O'Keefe|33.121594|-113.803493
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|50a6053ad757ce9b444493de850c33b3|2024-02-02|09:22:16|1706883736|grocery_pos|52.26|0|Stracke-Lemke|31.624354|-115.325595
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|65cbdbd4bf358cdea17827949235a5f6|2024-02-02|10:02:06|1706886126|grocery_pos|83.05|0|Hudson-Ratke|32.105380|-114.566830
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|c579bd99075e680cb00e45f554a3f064|2024-01-15|10:59:16|1705334356|grocery_net|50.50|0|Kohler, Lindgren and Koelpin|33.428197|-115.539999
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|5106a62fdb32e896318cdc29ceea4d7b|2024-01-06|01:19:46|1704521986|gas_transport|75.71|0|Koss and Sons|31.571164|-115.022175
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|820aa972a8d2c373d067d78dbe4c5b49|2024-01-18|00:33:13|1705555993|grocery_net|74.65|0|Emmerich-Luettgen|32.024189|-114.388603
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|a627baf4fafc38d9ac1f4ba045f81c4d|2024-02-06|06:25:29|1707218729|grocery_pos|94.53|0|Lockman, West and Runte|32.831690|-113.867732
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|47bbd8c9b5b8c17185f50a1ee51c67a9|2024-02-04|00:19:04|1707023944|grocery_pos|54.70|0|Schumm, Bauch and Ondricka|33.457768|-115.009310
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|24bf21d510f4efb6014db65e16b762e7|2024-02-25|10:52:43|1708876363|misc_pos|63.62|0|Yost, Block and Koepp|31.822413|-115.447362
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|cecc3b57bc82e9c0ccf6800bfc13cd32|2024-01-08|03:50:38|1704703838|grocery_net|82.25|0|Kemmer-Reinger|32.817995|-115.614387
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|5cc0f28b2e1ac4c2d22354768d8ecdfd|2024-01-02|03:17:18|1704183438|gas_transport|69.08|0|Erdman-Kertzmann|31.965873|-115.421165
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|812cc235cc5b0cc309db5bf0f299ab73|2024-01-11|10:50:16|1704988216|grocery_net|73.70|0|Cummings Group|31.656653|-114.421923
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|1f6e1c5c21ddddf4a7fcbabc1eac7ec7|2024-01-22|02:32:39|1705908759|grocery_pos|61.64|0|O'Keefe-Hudson|32.490005|-114.022130
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|fc27f980d409626f11f871399630524d|2024-01-14|11:35:26|1705250126|grocery_net|66.06|0|Kohler, Lindgren and Koelpin|32.681114|-114.481331
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|085e4e0b9043b743d6973cd619655fe2|2024-01-08|06:55:22|1704714922|grocery_net|115.52|0|Swaniawski, Bahringer and Ledner|33.033432|-115.204523
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|150e44997ac65261d017223945c7d397|2024-02-07|07:03:24|1707307404|misc_net|85.17|0|Bernier, Volkman and Hoeger|31.946149|-114.786539
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|dd25d9d0a684d21e61ae53b6420506c5|2024-02-09|09:20:31|1707488431|misc_net|71.46|0|Kerluke PLC|31.807593|-114.492580
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|a93cd9ae7ff591aeef69d66ae682f5a5|2024-01-03|02:36:53|1704267413|gas_transport|55.84|0|Erdman-Kertzmann|31.740145|-115.043346
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|98dc595a8b4cd53173ed38866ca83828|2024-01-08|02:01:03|1704697263|grocery_net|77.43|0|Trantow PLC|33.365335|-114.089896
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|e4e6f89d078fdc89f5f9c39b20730f82|2024-02-15|10:47:03|1708012023|misc_net|89.99|0|Kerluke, Considine and Macejkovic|32.225765|-113.721001
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|f2e926ccf273a42464949224ebfa122b|2024-01-12|09:24:32|1705069472|grocery_net|60.88|0|Towne, Walker and Borer|33.332568|-114.107016
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|8f4e07c9d00393578816e7811f2554c5|2024-02-14|00:57:22|1707890242|misc_net|124.03|0|Volkman Ltd|31.609536|-113.853205
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|f4e9d6d61e36d8f81959896a0abea874|2024-02-04|04:23:30|1707038610|grocery_pos|48.42|0|Stracke-Lemke|33.390455|-113.817250
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|06305a7c82dbd5cb45a7180381d11c65|2024-01-18|10:43:03|1705592583|grocery_net|29.75|0|Cummings Group|32.362267|-114.100673
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|cabd91321b1afacb86a4317136f1c59b|2024-01-29|04:54:31|1706522071|grocery_pos|75.62|0|Bauch-Raynor|31.651236|-114.607864
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|5d49cc6004332737a9628b50a01e4dc0|2024-02-07|03:02:35|1707292955|misc_net|63.69|0|McGlynn-Heathcote|31.910405|-113.842094
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|b540bb073dd196a573126bcdab50342f|2024-01-23|02:06:07|1705993567|grocery_pos|40.29|0|Auer-Mosciski|31.927258|-115.687113
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|8a5278133974af215882f45f5d4a40d7|2024-02-22|06:14:47|1708600487|misc_pos|91.66|0|Reynolds-Schinner|33.129751|-114.018303
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|f2a84dbaec78403d816a4b86369e7f24|2024-01-14|10:49:08|1705247348|grocery_net|27.29|0|Runolfsson and Sons|33.336218|-115.185720
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|828fd25a62a38a3d9abe960df004bdc5|2024-02-18|07:06:48|1708258008|misc_pos|31.26|0|Bruen-Yost|33.472639|-114.914421
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|aa299c9c2a96664cc6966a0da568f4cf|2024-02-02|04:21:08|1706865668|grocery_pos|35.99|0|Miller-Hauck|33.522860|-113.780622
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|52be3fb1d30227530b3939ad1f467fea|2024-02-17|06:46:49|1708170409|misc_pos|51.39|0|Nienow, Ankunding and Collier|31.646716|-114.553556
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|96932f5828262262e84102e5000b97fa|2024-02-10|05:05:13|1707559513|misc_net|53.18|0|Moore, Dibbert and Koepp|32.077751|-115.545837
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|13b61add3227bf01361d8139e9b3aecc|2024-01-28|10:31:26|1706455886|grocery_pos|76.33|0|Schoen, Kuphal and Nitzsche|32.568753|-114.255346
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|31df37a786b4ed568cd3d1145a0beb8a|2024-02-09|07:05:09|1707480309|misc_net|73.34|0|Greenfelder, Bartoletti and Davis|32.573519|-114.841397
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|02007a559b3f61915fead5b23c3d9a4d|2024-02-18|04:01:57|1708246917|misc_pos|44.18|0|Dickinson Ltd|33.489274|-115.193529
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|fdbc7af04dc2014b90a59dba8c999314|2024-01-18|09:43:25|1705589005|grocery_net|53.28|0|Spinka-Welch|31.633954|-113.911540
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|af641326e8ad9b6563e24d142b612a26|2024-01-20|08:07:34|1705756054|grocery_pos|89.98|0|Auer-Mosciski|32.221858|-114.030705
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|9c98918773900a3081ad84895455d4eb|2024-01-23|02:52:16|1705996336|grocery_pos|64.98|0|Heller, Gutmann and Zieme|32.426230|-115.443626
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|c57f7b5bfe7170540e6e73ed1770956e|2024-02-16|05:30:30|1708079430|misc_pos|54.04|0|Nienow, Ankunding and Collier|32.593047|-114.728426
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|ce6d912229f17a3fa09114910005f0d3|2024-01-05|02:20:58|1704439258|gas_transport|54.50|0|Stroman, Hudson and Erdman|32.580718|-114.691799
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|ee6a89b95713287c1c32ca442451c06b|2024-02-14|01:48:55|1707893335|misc_net|49.04|0|Hamill-Daugherty|33.019410|-114.950866
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|57d59fc5c95963ca22c198f81500c014|2024-02-02|02:26:52|1706858812|grocery_pos|57.66|0|Stracke-Lemke|32.414536|-113.747628
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|8e5ff0d9a730968dea4894fed39fbb6f|2024-02-03|02:02:27|1706943747|grocery_pos|91.69|0|Cole PLC|33.516692|-114.465819
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|c0c5ddd95c33e5f1475cb83864efe592|2024-02-23|03:09:15|1708675755|misc_pos|69.25|0|Roberts-Beahan|32.038710|-115.300693
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|8b60250034ddfda8f55c5e71d0325fd1|2024-01-13|08:15:18|1705151718|grocery_net|51.81|0|Spinka Inc|32.881404|-115.607766
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|a21c85c34b2415fddc01a4fc7fbfe695|2024-02-04|00:51:01|1707025861|grocery_pos|89.00|0|Heidenreich PLC|32.857709|-113.942602
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|3ed53280c20acd74505ee22bdf3020ce|2024-01-07|02:15:55|1704611755|gas_transport|74.47|0|Rodriguez Group|31.839504|-114.529544
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|5e9a29d7531b7126777a62b3fdb7160c|2024-02-01|06:04:05|1706785445|grocery_pos|51.49|0|Kilback LLC|33.332842|-113.728120
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|c5b9febfcb4dc5d46d63e494a312f761|2024-01-24|09:49:37|1706107777|grocery_pos|55.41|0|Cole PLC|33.162129|-113.976428
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|811b161f4c6e74978b67fb70986b339a|2024-02-09|05:57:19|1707476239|misc_net|56.16|0|Block-Parisian|32.675425|-115.694457
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|13bdbd85c8f5bd8cb8ec9f7a6d7b0bcd|2024-01-27|02:18:21|1706339901|grocery_pos|36.65|0|Padberg-Welch|32.122284|-114.051284
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|b724e13870379b1348675180a055d5f9|2024-02-08|09:38:29|1707403109|misc_net|34.81|0|McGlynn-Heathcote|32.117588|-114.206228
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|0ef4a153e5a129beb12fc86c799b16fe|2024-01-03|10:09:20|1704294560|gas_transport|63.38|0|Emard Inc|33.368502|-115.553417
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|ea3a3211f14264f1020adbc2075dd84d|2024-01-03|09:14:13|1704291253|gas_transport|58.31|0|Harber Inc|32.718236|-115.681852
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|01e9faaefcaaa6a66786b8fddee3fb01|2024-01-16|05:50:34|1705402234|grocery_net|53.29|0|Jaskolski-Dibbert|32.581279|-115.298071
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|e4c5df2d9902c32cd4fa7eecbb46c446|2024-02-17|01:46:07|1708152367|misc_pos|60.87|0|Simonis-Prohaska|31.805906|-114.270638
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|54b796be0985b88ae0f3ad514db5f199|2024-02-24|10:47:15|1708789635|misc_pos|22.46|0|Keeling-Crist|32.076102|-113.723144
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|344a816a816f9c9fcf06dd3dcd6f89c4|2024-01-25|03:28:43|1706171323|grocery_pos|53.74|0|Cole PLC|32.737127|-113.732043
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|eae1c33a6a07a20007d986541b3d8844|2024-02-03|07:38:56|1706963936|grocery_pos|64.34|0|Heidenreich PLC|32.208704|-115.220916
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|758613851234b716ec0f76ed191d7845|2024-02-16|05:34:58|1708079698|misc_pos|85.51|0|Nienow, Ankunding and Collier|31.900377|-114.276184
229-04-3165|6541458685014295|Tonya|Baker|F|655 Obrien Pass|Somerton|AZ|85350|32.5634|-114.7127|21214|Commercial art gallery manager|1989-09-29|989496879843|adults_2550_female_urban.json|02173a34afe1edd5004972741612e15a|2024-02-21|07:01:28|1708516888|misc_pos|69.26|0|Towne LLC|32.143097|-115.565864
